Compte ,Client ,Secteurs Statistique,Catégorie,Secteurs clients,Consolidation Client,Gouvernorat
383651,32 EME REGIMENT DE CHARS EL BATEN EL BATEN KAIROUAN,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,32 EME REGIMENT DE CHARS EL BATEN,KAIROUAN
383661,CASERNE 41 REGIMENT D'ARTILLERIE 105 SBEITLA,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CASERNE 41 REGIMENT D'ARTILLERIE 105 SBEITLA,KASSERINE
383711,BASE NAVALE 15 JUILLET 1881 ROUTE SIDI MANSOUR SFAX,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,BASE NAVALE 15 JUILLET 1881,SFAX
383721,CASERNE BASE AERIENNE GAFSA,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CASERNE BASE AERIENNE GAFSA,GAFSA
383731,CASERNE KEBILI KEBILI,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CASERNE KEBILI,KEBILI
383741,HOPITAL MILITAIRE REGIONAL GABES,SANTE PUBLIQUE,ADMINISTRATION,MIN.DEF.NAT.,HOPITAL MILITAIRE REGIONAL GABES,GABES
383771,"CASERNE 43 REGIMENT D""ARTILLERIE DE CAMPAGNE MEDNINE",ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,"CASERNE 43 REGIMENT D""ARTILLERIE DE CAMPAGNE MEDNINE",MEDENINE
383791,CASERNE ZARZIS ZARZIS,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CASERNE ZARZIS,MEDENINE
383801,CASERNE 33 R.R BEN GUERDANE,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CASERNE 33 R.R BEN GUERDANE,MEDENINE
383811,17 REGIMENT INFANTERIE MOTORISEE TATAOUINE,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,17 REGIMENT INFANTERIE MOTORISEE TATAOUINE,TATAOUINE
383911,PRISON CIVILE LA RABTA LA RABTA TUNIS,ADMINISTRATION GAZ,ADMINISTRATION,MIN.JUSTICE DROITS HOMME,PRISON CIVILE LA RABTA,TUNIS
383981,COLLEGE SECONDAIRE BOUARGOUB,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,COLLEGE SECONDAIRE BOUARGOUB,NABEUL
384030,"SOCIETE ETICOR 44,RUE ALI BEN GHEDAHEM - TUNIS",INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE ETICOR,ARIANA
384190,ECOLE PREPARATOIRE DAHMANI,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE DAHMANI,LE KEF
384290,ECOLE PREPARATOIRE EL MIDA EL MIDA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE EL MIDA,NABEUL
384490,FOYER UNIVERSITAIRE EL BASSATINE SFAX,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FOYER UNIVERSITAIRE EL BASSATINE SFAX,SFAX
384520,ECOLE PREPARATOIRE DE BALTA BALTA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE DE BALTA,JENDOUBA
384550,LYCEE SECONDAIRE NEBEUR NEBEUR,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,LYCEE SECONDAIRE NEBEUR,LE KEF
384790,CENTRE SECTORIEL DE FOR PROFESS EN MECANIQUE NAVALE DE KELIBIA KELIBIA,EDUCATION NATIONALE,ADMINISTRATION,MIN. DE LA F.P ET DE L'EMPLOI,CENTRE SECTORIEL DE FOR PROFESS EN MECANIQUE NAVALE DE KELIBIA,NABEUL
385000,SOCIETE INTERNATIONALE TOURISTIQUE ET IMMOBILIERE (SITI) ZONE TOURISTIQUE MIDOUN B.P 360 DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,SOCIETE INTERNATIONALE TOURISTIQUE ET IMMOBILIERE (SITI),MEDENINE
385020,BUANDERIE DE DJERBA 7/9 RUE MOHAMED ALI ANNABI TUNIS BELVEDERE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,BUANDERIE DE DJERBA,MEDENINE
385030,HOTEL EDEN STAR ROUTE TOURISTIQUE ZARZIS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL EDEN BEACH,MEDENINE
385040,MOHAMED ALI BEN CHEIKH ROUTE CORNICHE BIZERTE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,MOHAMED ALI BEN CHEIKH,BIZERTE
385050,CENTRE REGIONAL DE L'EDUCATION ET DE LA FORMATION CONTINUE JENDOUBA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,CENTRE REGIONAL DE L'EDUCATION ET DE LA FORMATION CONTINUE JENDOUBA,JENDOUBA
385141,KAMEL EL OUNI S/S AGIL CARBURATION AUTO SAHLOUL SOUSSE SAHLOUL SOUSSE,GPL C,GPL C,GPL C,SAHLOUL,SOUSSE
385181,BRAHIM BEL MABROUK KEBILI,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,BRAHIM BEL MABROUK,KEBILI
385240,HOTEL RAMLA TOZEUR,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL RAMLA TOZEUR,TOZEUR
385261,DALY FAYCEL S/S CARBURATION AUTO ROUTE DE TOZEUR GAFSA,GPL C,GPL C,GPL C,GAFSA Rte DE TOZ.,GAFSA
385270,FACULTE DES LETTRES ET SIENCES HUMAINES RTE DE L'AEROPORT SFAX,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FACULTE DES LETTRES ET SIENCES HUMAINES,SFAX
385350,HOTEL LATINO ZONE TOURISTIQUE MIDOUN DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL LATINO,MEDENINE
385440,HOTEL MARHALA B.P 41 NAFTA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL MARHALA,TOZEUR
385460,LES LABORATOIRES REUNIS ROUTE KORBOUS KM5 BP:58 SOLIMAN,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,LES LABORATOIRES REUNIS,NABEUL
385480,SOCIETE DE PROMOTION TOURISTIQUE HOTEL JERBA CASTILLE ZONE TOURISTIQUE AGHIR - DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL JERBA CASTILLE,MEDENINE
385491,"SOCIETE TUNISIENNE DE VETEMENT DE TRAVAIL LOISIR (V.T.L) 3,RUE DU LAC TOBA,1053 LES BERGES DU LAC",INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE TUNISIENNE DE VETEMENT DE TRAVAIL LOISIR (V.T.L),NABEUL
385501,FOYER UNIVERSITAIRE IBN MANDHOUR ROUTE DE TOZEUR GAFSA,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FOYER UNIVERSITAIRE IBN MANDHOUR,GAFSA
385590,HOPITAL REGIONAL DE BEN GUERDANE BEN GUERDANE,SANTE PUBLIQUE,ADMINISTRATION,MIN.SANTE PUB.,HOPITAL REGIONAL DE BEN GUERDANE,MEDENINE
385800,HOTEL JASMINA PARK THALLASSA HOUMT SOUK B.P217 DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL JASMINA PARK THALLASSA,MEDENINE
385920,ECOLE PREPARATOIRE FARHAT HACHED SIDI NEJI ZAGHOUAN,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE FARHAT HACHED SIDI NEJI,ZAGHOUAN
385990,STEG 38 RUE KAMEL ATTATURK,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,STEG,TUNIS
386040,MINISTERE DE L'INTERIEUR SCE DE L'ENTRETIEN DES BATIMENTS TUNIS,ADMINISTRATION GAZ,ADMINISTRATION,MIN.INTER.DEV.LOC.,SCE DE L'ENTRETIEN DES BATIMENTS,TUNIS
386050,COLLEGE SECONDAIRE KHIAREDDINE EL FAHS,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,COLLEGE SECONDAIRE KHIAREDDINE EL FAHS,ZAGHOUAN
386070,HOTEL TOUAREG DOUZ,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL TOUAREG DOUZ,KEBILI
386080,DIRECTION DU MATERIEL ROULANT ET DES ESSENCES (CUISINE) FONDOUK JEDID,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,DIRECTION DU MATERIEL ROULANT ET DES ESSENCES (CUISINE) FONDOUK JEDID,NABEUL
386110,SOCIETE MEDITERRANEO HOTEL MEHARI TABARKA ZONE TOURISTIQUE TABARKA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS MEHARI,JENDOUBA
386120,LYCEE EL AHD EL JADID THIBAR,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,LYCEE EL AHD EL JADID THIBAR,BEJA
386130,LIYCEE SECTORIEL DE LA FOMATION PROFESSIONNELLE THIBAR THIBAR,EDUCATION NATIONALE,ADMINISTRATION,MIN. DE LA F.P ET DE L'EMPLOI,LIYCEE SECTORIEL DE LA FOMATION PROFESSIONNELLE THIBAR,BEJA
386190,SOCIETE CERAMIQUE D'ART MEDENINE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE CERAMIQUE D'ART,MEDENINE
386220,HOPITAL REGIONAL TATAOUINE TATAOUINE,SANTE PUBLIQUE,ADMINISTRATION,MIN.SANTE PUB.,HOPITAL REGIONAL TATAOUINE,TATAOUINE
386250,HOMERE HOTEL ZONE TOURISTIQUE AGHIR BP162 DJERBA MIDOUN,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL HOMERE,MEDENINE
386260,HOTEL EL JAZIRA JERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL EL JAZIRA,MEDENINE
386270,HOTEL PALMYRE IBEROSTAR TOZEUR HOTEL PALMYRE IBEROSTAR Z.TOURISTIQUE_TOZEUR,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL PALMYRE IBEROSTAR,TOZEUR
386280,FRAM TOURISME TUNISIE - HOTEL LES QUATRE SAISONS JERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL LES QUATRE SAISONS,MEDENINE
386300,SOTUSA HAMMAMET,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOTUSA,NABEUL
386320,ECOLE PREPARATOIRE AIN JELLOULA AIN JELLOULA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE AIN JELLOULA,KAIROUAN
386340,FAOUZIA BOURKHIS STATION SERVICE AGIL CARBURATION AUTO EL KANTAOUI SOUSSE,GPL C,GPL C,GPL C,KANTAOUI,SOUSSE
386350,RIDHA BEN KHEDER S/S AGIL CARBURATION AOTO CEBELET BEN AMMAR CEBALET BEN AMMAR,GPL C,GPL C,GPL C,C.B.Ammar,ARIANA
386370,BRIGADE D'INTERVENTION NAASEN,ADMINISTRATION GAZ,ADMINISTRATION,MIN.INTER.DEV.LOC.,BRIGADE D'INTERVENTION NAASEN,BEN AROUS
386390,S.T.I.P MENZEL BOURGUIBA,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,S.T.I.P,BIZERTE
386410,REGIMENT DU QUARTIER GENERAL EL OMRANE EL OMRANE,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,REGIMENT DU QUARTIER GENERAL EL OMRANE EL OMRANE,TUNIS
386460,TAOUFIK JERBI STATION SERVICE AGIL CARBURATION AUTO S/S CARBURATION AUTO SALTNIA KM3 SFAX,GPL C,GPL C,GPL C,POUDRIERE 2 GPL,SFAX
386500,COMMISSARIAT GENERAL DE LA JEUNESSE ET DE L'ENFANCE DE BIZERTE BIZERTE,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,COMMISSARIAT GENERAL DE LA JEUNESSE ET DE L'ENFANCE DE BIZERTE,BIZERTE
386520,CENTRE DE REEDUCATION DES MINEURS EL MOUROUJ 1 EL MOUROUJ 1,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.JUSTICE DROITS HOMME,CENTRE DE REEDUCATION DES MINEURS EL MOUROUJ 1,BEN AROUS
386560,ECOLE DE FORMATION DE SOUS OFFICIERS DE POLICE ADJOINT BIZERTE,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.INTER.DEV.LOC.,ECOLE DE FORMATION DE SOUS OFFICIERS DE POLICE ADJOINT BIZERTE,BIZERTE
386570,FUBA PRINTED CIRCUITS TUNISIE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,FUBA PRINTED CIRCUITS TUNISIE,TUNIS
386590,AEROPORT TABARKA,DIVERS GAZ,DIVERS GAZ,DIVERS GAZ,AEROPORT TABARKA,JENDOUBA
386600,COMPLEXE HOTELIER ET IMMOBILIER DJERBA EL HANA JERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL DJERBA EL HANA,MEDENINE
386610,CENTRE DE FORMATION PROFF. FORESTIERE RIMEL,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.AGRIC.ENV.RESS.HYD.,CENTRE DE FORMATION PROFF. FORESTIERE RIMEL,BIZERTE
386620,SOCIETE MATUBO MENZEL JEMIL,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE MATUBO MENZEL JEMIL,BIZERTE
386640,CITE UNIVERSITAIRE MATEUR,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,CITE UNIVERSITAIRE MATEUR,BIZERTE
386710,LYCEE PILOTE GAFSA GAFSA,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,LYCEE PILOTE GAFSA,GAFSA
386740,BOUCHAMAOUI ZONE INDUST. LA CHARGUIA,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,BOUCHAMAOUI,GABES
386790,DIRECTION GENERALE DES TRAVAUX EL AOUINA,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,DIRECTION GENERALE DES TRAVAUX EL AOUINA,TUNIS
386830,SOCIETE EL MOSTAKBEL DE DISTRIBUTION S/S AGIL-ZARZOUNA ZARZOUNA BIZERTE,GPL C,GPL C,GPL C,ZARZOUNA,BIZERTE
386860,FACULTE DES SCIENCES BIZERTE BIZERTE,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FACULTE DES SCIENCES BIZERTE,BIZERTE
386870,CENTRE DE FORMATION PROFF. DES PECHES ANCIEN PORT GHAR EL MELH,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.AGRIC.ENV.RESS.HYD.,CENTRE DE FORMATION PROFF. DES PECHES ANCIEN PORT GHAR EL MELH,BIZERTE
386880,RESTAURANT UNIVERSITAIRE ROUTE MENZEL ABDERRAHMEN BIZERTE ROUTE MENZEL ABDERRAHMEN BIZERTE,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,RESTAURANT UNIVERSITAIRE ROUTE MENZEL ABDERRAHMEN,BIZERTE
386910,COMECAB ZONE INDUSTRIELLE RADES,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,COMECAB,BEN AROUS
386990,HOTEL EDEN BEACH ZONE TOURISTIQUE ZARZIS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL EDEN BEACH,MEDENINE
387010,METAL PRODUCTION GP 3 KM 27 JEBEL OUEST,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,METAL PRODUCTION,ZAGHOUAN
387020,"INSTITUT SUPERIEUR DES ETUDES TECHNOLOGIQUES BP A88 ROUTE MAHDIA KM 2,5",EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,INSTITUT SUPERIEUR DES ETUDES TECHNOLOGIQUES,MEDENINE
387030,HOTEL LE PALAIS DES ILES DJERBA MIDOUN,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL LE PALAIS,MEDENINE
387440,STE OUR COTOURISM SERVICE HOT. ONE RESORT JERBA GOLF ET SPA ZONE TOURISTIQUE B.P 358 DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL. ONE RESORT JERBA GOLF ET SPA,MEDENINE
387450,LES INDUSTRIES DE CHIMIE ET DE CONDITIONNEMENT REUNIS JEBEL JELOUD,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,LES INDUSTRIES DE CHIMIE ET DE CONDITIONNEMENT REUNIS,TUNIS
387460,HOTEL GIKTIS HOTEL GIKTIS ZONE TOURISTIQUE ZARZIS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL GIKTIS,MEDENINE
387470,HOTEL LES BOUGAINVILLIERS ZONE TOURESTIQUE JERBA MIDOUN,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL LES BOUGAINVILLIERS,MEDENINE
387490,HOTEL DJERBA LES DUNES B.P 174 HOUMET SOUK DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL DJERBA LES DUNES,MEDENINE
387500,VINCCI MEDITERRANEE - HOTEL DJERBA RESORT ZONE TOURISTIQUE MIDOUN B.P 240 DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL DJERBA RESORT VINCCI MEDITERRANEE,MEDENINE
387550,LOTFI NAJJAR RUE ETTAHRIR EL ALIA BIZERTE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,LOTFI NAJJAR,BIZERTE
387561,WINSTAR TUNISIA B.V CENTRE LEMAN BLOC D 3`E ET 4`E ETAGE LAC,DIVERS GAZ,DIVERS GAZ,DIVERS GAZ,WINSTAR TUNISIA B.V,TUNIS
387570,SOCIETE COMMERCIALE EL HILAL RUE ABOU KACEM CHEBBI AIN DRAHAM,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE COMMERCIALE EL HILAL ,JENDOUBA
387590,SKANDER EL KATEB HOTEL EL KANTRA PORT EL KANTAOUI H/SOUSSE,DIVERS GAZ,HOTELS-RESTAURANTS,DIVERS GAZ,HOTEL EL KANTRA,SOUSSE
387610,MOHSEN BEN SASSI 22 RUE MOHAMED ALI BEN AROUS,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,MOHSEN BEN SASSI,BEN AROUS
387611,MOHSEN BEN SASSI 22 RUE MOHAMED ALI BEN AROUS,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,MOHSEN BEN SASSI,BEN AROUS
387700,CITE UNIVERSITAIRE DE SBEITLA SBEITLA,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,CITE UNIVERSITAIRE DE SBEITLA,KASSERINE
387720,LYCEE MIXTE SIDI ALI BEN NASRALLA,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,LYCEE MIXTE SIDI ALI BEN NASRALLA,KAIROUAN
387760,SUNNY DAYS HOTELS TUNISIE ROUTE TOURISTIQUE DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS SUNNY DAYS ,MEDENINE
387800,RESIDENCE AIN MERIEM RUE CORNICHE 7000 EL JALA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL RESIDENCE AIN MERIEM,BIZERTE
387840,FOYER UNIVERSITAIRE ENNAKHIL ROUTE DE MEDENINE GABES CITE EL AMEL ZRIG,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FOYER UNIVERSITAIRE ENNAKHIL,GABES
387870,"RESTAURANT UNIVERSITAIRE ALI CHARFI RTE DE MAHDIA KM 2,5 EL BOUSTEN SFAX",EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,RESTAURANT UNIVERSITAIRE ALI CHARFI,SFAX
387900,CAZERNE MILITAIRE MEKNASSY,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CASERNE MILITAIRE MEKNASSY,SIDI BOUZID
387910,SOCIETE ZID EL FOUDHAYLI ET FILS RUE 2MARS 1934- TATAOUINE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE ZID EL FOUDHAYLI ET FILS,TATAOUINE
387920,CASERNE MILITAIRE EL AOUINET,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CASERNE MILITAIRE EL AOUINET,GABES
387950,IDEAL CERAM ET CIES ARTISANAT ROUTE DE MAHDIA KM 10 SFAX,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,IDEAL CERAM ET CIES ARTISANAT,SFAX
388010,MONGI DOUKHALI CEBALET MORNAG,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,MONGI DOUKHALI,BEN AROUS
388030,"SOCIETE FARMER 67,RUE ALAIN SAVARY TUNIS",INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE FARMER,TUNIS
388060,HOTEL ISIS ROUTE TOURISTIQUE,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL ISIS,MEDENINE
388070,CHAKER BEN BELGACEM DHAOUI CITE EL KHADRA SIDI BOUZID,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,CHAKER BEN BELGACEM DHAOUI,SIDI BOUZID
388080,SOCIETE NOUVELLE DE BOISSONS AVENUE HABIB BOURGUIBA LA MORNAGUIA,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE NOUVELLE DE BOISSONS,MANOUBA
388090,HOTEL BIZERTA RESORT ROUTE DE LA CORNICHE BP 246,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL BIZERTA RESORT,BIZERTE
388151,VENTES MATERIELS GAZ DIVERS TUNIS,REVENDEVEUR,REVENDEVEUR,REVENDEVEUR,VENTES MATERIELS GAZ,TUNIS
388241,OUANNES ABDA ZOUHOUR 5,REVENDEVEUR,REVENDEVEUR,REVENDEVEUR,OUANNES ABDA,TUNIS
388441,SAADALLAH BEN MAHMOUD KALAAT EL ANDALOUS,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SAADALLAH BEN MAHMOUD,TUNIS
388450,SOCIETE DES METAUX ET DU RECYCLAGE (SOMERE) RUE9042 SIDI FATHALLAH.JEBEL.EL.DJELLOUD.BP58,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE DES METAUX ET DU RECYCLAGE (SOMERE),TUNIS
388470,"MOHAMED BEN AMMAR KHAZRAOUI RUE,ETTABARI- MARETH- GABES",DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,MOHAMED BEN AMMAR KHAZRAOUI,GABES
388490,CITE UNIVERSITAIRE IBN JAZZAR RUE ASSAD IBN FOURAT KAIROUAN,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,CITE UNIVERSITAIRE IBN JAZZAR,KAIROUAN
388610,CASERNE AIN MERIEM AIN MERIEM BIZERTE,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CASERNE AIN MERIEM,BIZERTE
388710,CITE UNIVERSITAIRE ALI ENNOURI ROUTE AERODROME 1 SFAX,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,CITE UNIVERSITAIRE ALI ENNOURI,SFAX
388790,CENTRE SECTORIEL DE FORMATION DE TECHNIQUE HOTELIERE HAMMAMET SUD - ESSALOUM BOUFICHA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,CENTRE SECTORIEL DE FORMATION DE TECHNIQUE HOTELIERE,NABEUL
388800,"CENTRE DE FORMATION ET D'APPRENTISSAGE PROFESSIONEL RUE ,HAYFA MENZEL BOURGUIBA (FACE-HOPITAL)",COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN. DE LA F.P ET DE L'EMPLOI,CENTRE DE FORMATION ET D'APPRENTISSAGE PROFESSIONNEL MENZEL BOURGUIBA,BIZERTE
388820,SOCIETE SERTS HOTEL MENINX ZONE TOURISTIQUE MIDOUNE-DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL MENINX,MEDENINE
388830,FOYER UNIVERSITAIRE ULYSSE KM.2 ROUTE HOUMET SOUK-MIDOUN DJERBA,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FOYER UNIVERSITAIRE ULYSSE,MEDENINE
388860,ECOLE DES SOUS OFFICIERS CASERNE MONGALA BIZERTE,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,ECOLE DES SOUS OFFICIERS CASERNE MONGALA BIZERTE,BIZERTE
388880,HOTEL OAMARIAT ZARZIS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL OAMARIAT ZARZIS,MEDENINE
388900,SLAHEDDINE AYACHI ZONE INDUSTRIELLE LE KEF,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SLAHEDDINE AYACHI,LE KEF
388920,"MOHSEN BEN SASSI 22,RUE MOHAMED ALI BEN AROUS",DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,MOHSEN BEN SASSI,BEN AROUS
389340,HOUCINE AYARI AV.7NOVEMBRE ROUHIA SBIBA KASSERINE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,HOUCINE AYARI,KASSERINE
389360,MOHSEN HAMDI ZONE INDUSTRIEL ROUTE AMDOUN BEJA,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,MOHSEN HAMDI,BEJA
389380,RESTAURANT UNIVERSITAIRE MUSTAPHA KHRAIEF MOGRANE _ ZAGHOUAN,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,RESTAURANT UNIVERSITAIRE MUSTAPHA KHRAIEF MOGRANE,ZAGHOUAN
389390,FOYER MOUSSA IBN NOUSAIER ROUTE DE SMINJA ZAGHOUAN,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FOYER MOUSSA IBN NOUSAIER,ZAGHOUAN
389860,HOTEL DIAR EL BARBAR MATMATA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL DIAR EL BARBAR MATMATA,GABES
