Compte ,Client ,Secteurs clients,Consolidation Client,AME
214591,SOCIETE TUNIS CARS BUDJET 7 RUE DES REMERS CHARGUIA 2,AGRICULTURE,SOCIETE TUNIS CARS BUDJET,ACTIVITES AUXILIERES AU TRANSPORT
214611,"S.M.V.D.A ""DOMAINE BORJ CHAKIR"" RUE 13001 Z.I KSAR SAID DOUAR HICHER TUNIS",AGRICULTURE,S.M.V.D.A.,PRODUCTION VEGETALE
214961,"SOCIETE EL BARAKA DE PRODUITS AGRO ALIMENTAIRES ""AMIRA"" RTE DE MORNAG KM 9 BEN AROUS",AGRICULTURE," SOCIETE EL BARAKA DE PRODUITS AGRO ALIMENTAIRES ""AMIRA""                ",CONSERVERIES
215041,SOCIETE ABIDI ET FRERES,AGRICULTURE,SOCIETE ABIDI ET FRERES,COMMERCE
215141,S.M.V.D.A JELMA 2 TUNISIE CENTRALE HOTEL RIADH PALMS BOULEVARD 7 NOVEMBRE SOUSSE,AGRICULTURE,S.M.V.D.A.,PRODUCTION VEGETALE
215381,SOCIETE AGRI LEGUMES RUE MOUSSA IBN NOUSSAIER LE BARDO,AGRICULTURE, SOCIETE AGRI LEGUMES                                                   ,PRODUCTION VEGETALE
215401,CANADO TUNISIENNE DES INDUSTRIES AGROALIMENTAIRES IMM L'ARCHE DU LAC RUE DU LAC VICTORIA,AGRICULTURE,CANADO TUNISIENNE DES INDUSTRIES AGROALIMENTAIRES                      ,AUTRES INDUSTRIES ALIMENTAIRES
215631,MR BRAHIM BEN HAMOUDA BEN SGHAIER RTE DE KONDAR VERS KALAA KEBIRA BALAOUM SOUSS,AGRICULTURE,MR BRAHIM BEN HAMOUDA BEN SGHAIER                                      ,PRODUCTION VEGETALE
215641,O T D MRAISSA MRAISSA,AGRICULTURE,O T D,PRODUCTION VEGETALE
215681,SOCIETE BOUSAID DE DEVELOPPEMENT AGRICOLE RUE 18 JANVIER 1952 BEJA,AGRICULTURE, SOCIETE BOUSAID DE DEVELOPPEMENT AGRICOLE                              ,PRODUCTION VEGETALE
215701,"STE. AGRICOLE DICK S.A "" DICK ABATTOIR "" GROUPE POULINA GP1 KM.12 EZZAHRA",AGRICULTURE,"STE. AGRICOLE DICK S.A "" DICK ABATTOIR "" GROUPE POULINA",PRODUCTION VEGETALE
215881,STE FEWHA Z I SIDI BOUZID,AGRICULTURE,STE FEWHA,CONSERVERIES
216201,OFFICE DE DEVELOPPEMENT DE RJIM MAATOUG KEBILI,AGRICULTURE,OFFICE DE DEVELOPPEMENT DE REJIM MAATOUG,PRODUCTION VEGETALE
216241,S.M.V.D.A. SIDI BOUTEFFAHA BP 43 RESIDENCE CARTHAGE VILLA N 6,AGRICULTURE,S.M.V.D.A.,PRODUCTION VEGETALE
216301,VA TECH WABAG TUNISIE 13 RUE TAHER MEMMI EL MENZAH VI,AGRICULTURE,VA TECH WABAG TUNISIE,DIVERS
216341,C N S S POLYCLINIQUE METLAOUI METLAOUI,AGRICULTURE,C N S S POLYCLINIQUE METLAOUI,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS"
216421,OFFICE DE DEVELOPPEMENT DE REJIM MAATOUG REGIM MAATOUG,AGRICULTURE,OFFICE DE DEVELOPPEMENT DE REJIM MAATOUG,PRODUCTION VEGETALE
216591,"STE DAOUD DE CONSERVE ET PRODUITS ALIMENTAIRES ""SODACO"" RTE DE KORBOUS BP 16 SOLIMAN",AGRICULTURE,"STE DAOUD DE CONSERVE ET PRODUITS ALIMENTAIRES ""SODACO""",CONSERVERIES
216691,"LA GENERALE ALIMENTAIRE ""JOUDA"" RTE DE OUESLATIA KAIROUAN",AGRICULTURE,"LA GENERALE ALIMENTAIRE ""JOUDA""                                        ",CONSERVERIES
216731,AHMED LANDOULSI HUILERIE AV. H. BOURGUIBA KALAAT ANDALOUS,AGRICULTURE,AHMED LANDOULSI HUILERIE,FABRICATION D'HUILE ET DES CORPS GRAS
216771,"SOCIETE SAHARIENNE DE TOURISME TUNISIEN ""S.T.T."" KSAR GHILANE",AGRICULTURE," SOCIETE SAHARIENNE DE TOURISME TUNISIEN ""S.T.T.""                       ",HOTELLERIE
217041,OFFICE NATIONALE DE L'HUILE SFAX,AGRICULTURE,OFFICE NATIONALE DE L'HUILE,FABRICATION D'HUILE ET DES CORPS GRAS
217171,OFFICE DU COMMERCE DE LA TUNISIE AV MOHAMED 5 TUNIS,AGRICULTURE,OFFICE DU COMMERCE DE LA TUNISIE,ADMINISTRATION GENERALE TUNISIENNE
218411,SOCIETE ATC AUTOMATISME B 25 HABIB BOURGUIBA CENTRE S MEGRINE,AGRICULTURE,SOCIETE ATC AUTOMATISME,FAB.DE MATER.ET EQUIP.AGRICOLE ET INDUSTR.
219031,. DEPOT S.N.D.P.,AGRICULTURE,DEPOT S.N.D.P.,DIVERS
219041,- DEPOT S.N.D.P.,AGRICULTURE,DEPOT S.N.D.P.,DIVERS
219611,AGROCOMBINAT BENI AYECHE EL KHANGA PAR SAMMECH EL KHANGA,AGRICULTURE,AGROCOMBINAT,PRODUCTION VEGETALE
219921,FRIGO CONFORT EXPORT ROUTE MAHDIA KM 23 EL AMRA SFAX,AGRICULTURE,FRIGO CONFORT EXPORT                                                   ,AUTRES INDUSTRIES ALIMENTAIRES
220001,CLIENT LUBRIFIANTS A L'EXPORTATION DEPOT S.N.D.P. LA GOULETTE,AGRICULTURE,CLIENT LUBRIFIANTS A L'EXPORTATION DEPOT S.N.D.P.,DIVERS
220801,"OFFICE NATIONAL DE TELECOMMUNICATION ""TUNISIE TELECOM"" RUE ARABIE SAOUDITE TUNIS",AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
220821,TUNISIE TELECOM - DISTRICT DE L'ARIANA ARIANA,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
220841,TUNISIE TELECOM - DISTRICT DE MANNOUBA MANNOUBA,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
220851,TUNISIE TELECOM - DISTRICT DE NABEUL NABEUL,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
220991,TUNISIE TELECOM - DISTRICT DE GABES GABES,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
221001,TUNISIE TELECOM - DIRECTION REGIONALE DE SFAX AV.7 NOVEMBRE COMPLEXE DES TELECOMS,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
221021,TUNISIE TELECOM - DISTRICT DU KEF LE KEF,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
221031,TUNISIE TELECOM - DISTRICT DE JENDOUBA JENDOUBA,AGRICULTURE,TUNISIE TELECOM,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
221131,"OFFICE NATIONAL DES POSTES ""LA POSTE TUNISIENNE"" DIRECTION DES MOYENS RUE HEDI NOUIRA TUNIS",AGRICULTURE,LA POSTE TUNISIENNE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
221231,"OFFICE NATIONAL DES POSTES ""LA POSTE TUNISIENNE"" MEDENINE",AGRICULTURE,LA POSTE TUNISIENNE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
221291,OFFICE NATIONAL DES POSTES DIRECTION REGIONALE KASSERINE KASSERINE,AGRICULTURE,LA POSTE TUNISIENNE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
221391,OFFICE NATIONAL DES POSTES DIRECTION DU TRI ET DES ACHEMINEMENTS COMPLEXE POSTAL TUNIS CARTHAGE,AGRICULTURE,LA POSTE TUNISIENNE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
221581,TUNISIE CATERING S A AV HEDI KARRAY ZONE URBAINE NORD MAHRAJENE,AGRICULTURE, TUNISIE  CATERING S A                                                  ,RESTAURATION
221761,ENTREPRISE BEN SALAH DE TRAVAUX PUBLICS CITE ENNASSIM JANHOURA KEBILI,AGRICULTURE,ENTREPRISE BEN SALAH DE TRAVAUX PUBLICS,BATIMENT ET TRAVAUX PUBLICS
221771,"SOCIETE DE NOUVEAUX TRAVAUX DE SUD "" SNTS "" CITE EL IZDIHAR TOZEUR",AGRICULTURE,"SOCIETE DE NOUVEAUX TRAVAUX DE SUD "" SNTS """,BATIMENT ET TRAVAUX PUBLICS
221791,COMPTOIR DE PECHES DE RECHANGES RIDHA BEN AHMED CITE DES MARTYRS KALAAT LANDALOUS,AGRICULTURE,COMPTOIR DE PECHES DE RECHANGES RIDHA BEN AHMED,AUTRES INDUSTRIES ALIMENTAIRES
221801,"TUNISIE BATIMENTS TRAVAUX PUBLICS ET SERVICES ""BAYA BETON"" MONTPLAISIR B5 SAFSAF",AGRICULTURE,"TUNISIE BATIMENTS TRAVAUX PUBLICS ET SERVICES ""BAYA BETON""",AUTRES INDUSTRIES DIVERSES
221961,YASMINE METAL Z. I. MENZEL JEMIL,AGRICULTURE,YASMINE METAL,"SIDER.METALLUR.DES NON FERREUX,FONDERIE"
222421,CLIENTS PASSAGERS DEPOT GOULETTE,AGRICULTURE,CLIENTS PASSAGERS,COMMERCE
222422,CLIENTS PASSAGERS DEPOT GOULETTE,AGRICULTURE,CLIENTS PASSAGERS,COMMERCE
222441,HOTEL SYPHAX SARL JARDIN PUBLIC RTE SOUKRA KM 0.5 SFAX,AGRICULTURE,HOTEL SYPHAX    SARL                                                   ,HOTELLERIE
222581,AFRI LUBES ROUTE DE SOUSSE KM 4 MEGRINE RIADH,AGRICULTURE,AFRI LUBES,COMMERCE
222841,AGENCE MUNICIPALE DE GESTION AV MED 5 PALAIS DES CONGRES TUNIS,AGRICULTURE,AGENCE MUNICIPALE DE GESTION,ADMINISTRATION GENERALE TUNISIENNE
222911,S O R A H U I L E Z.I. MADAGASCAR,AGRICULTURE, S O R A H U I L E                                                      ,FABRICATION D'HUILE ET DES CORPS GRAS
223081,SOCIETE FITOLINA 07 RUE AMILCAR TUNIS,AGRICULTURE,SOCIETE FITOLINA,COMMERCE
223111,SOCIETE JEMAA TRABELSI & FILS SOTRAJEF 035 ABDERRAHMAN MAMI BORJ LOUZIR,AGRICULTURE,SOCIETE JEMAA TRABELSI & FILS SOTRAJEF,COMMERCE
223211,SOCIETE CAS AFRICA RUE D'ITALIE N°32 1ER ETAGE N°3 BAB BHAR TUNIS,AGRICULTURE,SOCIETE CAS AFRICA,COMMERCE
223571,SOGENI 25 RUE DES ENTREPRENEURS BP 49 ARIANA,AGRICULTURE,SOGENI,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS"
223641,SIPER CARBOLINE ZONE INDUSTRIELLE BIR M'CHARGUA,AGRICULTURE, SIPER CARBOLINE                                                        ,COMMERCE
223741,"SOCIETE DOMAINE AGRICOLE ""KHADIJA""MED FAIEZ CHAMARI GORJANA AIN ASKER ZAGHOUAN",AGRICULTURE," SOCIETE DOMAINE AGRICOLE ""KHADIJA""MED FAIEZ CHAMARI                    ",PRODUCTION VEGETALE
223841,SOCIETE D'EXPLOITATION ET DE DEVELOPPEMENT AGRICOLE ERRAHMA 4 RUE DE LA TANNERIE MEGRINE RIADH,AGRICULTURE, SOCIETE D'EXPLOITATION ET DE DEVELOPPEMENT AGRICOLE ERRAHMA            ,PRODUCTION VEGETALE
224361,HATEM MHADBI VENTE GROS PRODUITS METALLURGIQUES HICHUR EL YAHOUDIA EL MOUROUJ,AGRICULTURE,HATEM MHADBI VENTE GROS PRODUITS METALLURGIQUES,COMMERCE
224411,"SOCIETE SERVITRA 065, 8601 ZI CHARGUIA 1 TUNIS",AGRICULTURE,SOCIETE SERVITRA,COMMERCE
224781,SOCIETE ZAMA,AGRICULTURE,SOCIETE ZAMA,PRODUCTION VEGETALE
224901,SOCIETE NOUVELLE D'IMPRESSION DE PRESSE ET D'EDITION 06 RUE ALI BACHG HAMBA TUNIS,AGRICULTURE,SNIPE,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS"
224951,"SOCIETE TOURISTIQUE DE KHROUMIRIE ""ROYAL RAYHANA HOTEL"" BP 102 AIN DRAHAM",AGRICULTURE," SOCIETE TOURISTIQUE DE KHROUMIRIE ""ROYAL RAYHANA HOTEL""                ",HOTELLERIE
225051,COGEM PLUS LOUIS BRAILLE CITE EL KHADRA,AGRICULTURE,COGEM PLUS,"ACTIVITES CONSEIL,REPARATION ET ENTRETIEN"
225261,SOCIETE MARJA DE DEVELOPPEMENT DE L'ELEVAGE ET DE L'AGRICULTURE BP N0 117 BOUSALEM,AGRICULTURE, SOCIETE MARJA DE DEVELOPPEMENT DE L'ELEVAGE ET DE L'AGRICULTURE        ,PRODUCTION VEGETALE
225291,STELLA SARL 218 RUE ENVIRONNEMENT ZI BORJ CEDRIA,AGRICULTURE,STELLA SARL,COMMERCE
225410,JALOUL ATEK 147 RUE EL KONDY BEN AROUS,AGRICULTURE,JALOUL ATEK                                                            ,BATIMENT ET TRAVAUX PUBLICS
225441,SOCIETE SOTUDIS ROUTE DE SOUSSE KM 5 BEN AROUS,AGRICULTURE,SOCIETE SOTUDIS,COMMERCE
225461,SONEDE DIVISION APPROVISIONNEMENT 23 AVENUE JAWHAR LEL NAHRU MONTFLEURY,AGRICULTURE,S O N E D E,PRODUCTION ET DISTRIBUTION D'EAU
225511,CENTRE DE TRANSPORT DES JEUNES SPORTIFS CITE NATIONALE SPORTIVE EL MENZAH,AGRICULTURE,CENTRE DE TRANSPORT DES JEUNES SPORTIFS,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS"
225571,CENTRE NA&TIONAL DE L'INFORMATIQUE 17 RUE BEL HASSEN EL OMRANE TUNIS,AGRICULTURE,CENTRE  NA&TIONAL DE L'INFORMATIQUE                                    ,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS"
225621,CENTRE DE FORMATION DE LA FILLE RURALE DE SBEITLA BP13 SBEITLA KASSERINE,AGRICULTURE,CENTRE DE FORMATION DE LA FILLE RURALE DE SBEITLA                      ,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS"
225791,CENTRE DE FORMATION EN BIJOUTERIE HORLOGERIE ET JOILLERIE KM 6 ROUTE RAOUED,AGRICULTURE,CENTRE DE FORMATION EN BIJOUTERIE HORLOGERIE ET JOILLERIE,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS"
225851,CARTHAGO ESSENCES AVENUE HABIB BOURGUIBA SOUSSE,AGRICULTURE,CARTHAGO ESSENCES,AUTRES INDUSTRIES ALIMENTAIRES
225861,SOCIETE BORNI TRANSPORT ROUTE GABES KM 8 SFAX,AGRICULTURE,SOCIETE BORNI TRANSPORT,TRANSPORT ROUTIER PARTICULIER (NON MARCH.)
225951,TECHNOBETON SARL ROUTE EL JEM KSOUR ESSAF,AGRICULTURE,TECHNOBETON SARL,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
226041,SOCIETE FREE STYLE TRAVEL 78 AVENUE MOHAMED V NABEUL,AGRICULTURE,SOCIETE FREE STYLE TRAVEL,COMMERCE
226051,STE GRAND TRAVAUX DU NORD 11 RUE EL KETEB ERRIKIK ENNKHILETTE ARIANA,AGRICULTURE,STE GRAND TRAVAUX DU NORD,BATIMENT ET TRAVAUX PUBLICS
226081,"SOCIETE GENERALE DE TRANSPORT ET DE SERVICES ""S G T S"" RUE IMAM SAHNOUN NAHAL",AGRICULTURE,"SOCIETE GENERALE DE TRANSPORT ET DE SERVICES ""S G T S""",TRANSPORT ROUTIER MARCHANDISE
226111,STE ZARATI DES ETUDES ET TRAVAUX AGRICOLES ET HYDRAULIQUES SZETAH RUE RABTA N° 67 BAB JEDID TUNIS VILLE,AGRICULTURE,STE ZARATI DES ETUDES ET TRAVAUX AGRICOLES ET HYDRAULIQUES SZETAH,"ACTIVITES CONSEIL,REPARATION ET ENTRETIEN"
226141,MME HAYET MAGUEBLI (STE SAFA SERVICES) RTE CHENENI BAYECH TATAOUINE,AGRICULTURE,MME HAYET MAGUEBLI (STE SAFA SERVICES),FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
226291,OTD CELLULE DE GESTION DES FERMES LAITIERES MEDJEZ EL BAB MEDJEZ EL BAB,AGRICULTURE,O T D,PRODUCTION VEGETALE
226311,GANNOUNI HAYET REVENDEUR BRIQUETTERIE ZI JENDOUBA,AGRICULTURE,GANNOUNI HAYET REVENDEUR BRIQUETTERIE,COMMERCE
226361,"WORLD TECHNOLOGIE ACCESS ""W.T.A."" 74 RUE 8600 Z.I. LA CHARGUIA",AGRICULTURE,"WORLD TECHNOLOGIE ACCESS ""W.T.A.""",BATIMENT ET TRAVAUX PUBLICS
226411,SUPERMARCHE KANGOUROU CITE BAHRI 2 SFAX,AGRICULTURE,SUPERMARCHE KANGOUROU,COMMERCE
226421,LES SALINES DE TATAOUINE 11 RUE DES LILAS,AGRICULTURE,LES SALINES DE TATAOUINE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
226422,LES SALINES DE TATAOUINE 11 RUE DES LILAS,AGRICULTURE,LES SALINES DE TATAOUINE,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
226461,SOCIETE T.T.C. DISTRIBUTION ROUTE MATAR KM 4 SFAX,AGRICULTURE,SOCIETE T.T.C. DISTRIBUTION,COMMERCE
226571,SOCIETE OK TRANSPORT ROUTE MATAR KM 04 SFAX,AGRICULTURE,SOCIETE OK TRANSPORT,COMMERCE
226611,"SOCIETE AGRICULTURE DAIRY "" A. D. P. "" 11 AV. EL ONS DEN DEN",AGRICULTURE,"SOCIETE AGRICULTURE DAIRY "" A. D. P. """,AUTRES INDUSTRIES ALIMENTAIRES
226621,"S O T U L O G ""SOCIETE TUNISIENNE DE LOGISTIQUE"" 44 RUE KORTUBA MANAR 1",AGRICULTURE,"S O T U L O G ""SOCIETE TUNISIENNE DE LOGISTIQUE""",AUTRES INDUSTRIES ALIMENTAIRES
226661,SOCIETE EL AYEB VENTES MATERIAUX DE CONSTRUCTION RUE GRAND MAGHREB SIDI ALOUEN,AGRICULTURE,SOCIETE EL AYEB VENTES MATERIAUX DE CONSTRUCTION,BATIMENT ET TRAVAUX PUBLICS
226681,O.T.D. USINE DE CONCENTRE ENFIDHA ENFIDHA,AGRICULTURE,O T D,PRODUCTION VEGETALE
226701,NOVABRIQUE Z. I. BENI KHIAR,AGRICULTURE,NOVABRIQUE,EXTRACT.ET FACONNAGE DES PROD.CARRIERES
226721,S O L E X T R A P E AV. ESSOUROUR RESIDENCE DHOUHA APP 12 CHOUCHET RADES,AGRICULTURE,S O L E X T R A P E,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
226821,MR YAHYAOUI BOUBAKER BEN ABDALLAH 82 RUE AIN EL CAIED CITE NOUR KASSERINE,AGRICULTURE,MR YAHYAOUI BOUBAKER BEN ABDALLAH,DIVERS
227041,CENTRE DE FORMATION ET DE RECYCLAGE PROFESSIONNEL SIDI MANSOUR KM 6 SIDI MANSOUR SFAX,AGRICULTURE,CENTRE DE FORMATION ET DE RECYCLAGE PROFESSIONNEL,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS"
227621,SECURITE ROUTIERE PEINTURE RUE DE MATHEMATIQUE GROMBALIA,AGRICULTURE,SECURITE ROUTIERE PEINTURE,COMMERCE
228031,SOCIETE OLA CAR RUE MALAREN RESIDENCE TEJ BERGES DU LAC,AGRICULTURE,SOCIETE OLA CAR,COMMERCE
228171,SOCIETE MODERNE D'ELEVAGE UTIQUE NOUVELLE RAS JEBEL,AGRICULTURE, SOCIETE MODERNE D'ELEVAGE                                              ,ELEVAGE
228471,BAHRI ENGINEERING AND MANAGEMENT B 02 FATOUMA BOURGUIBA LA SOUKRA,AGRICULTURE,BAHRI ENGINEERING AND MANAGEMENT,COMMERCE
228551,"ASCHERI ""FRESH ERBES "" TUNISIA DHRAA EL GATRANIA EL BATEN KM13 KAIROUAN",AGRICULTURE,"ASCHERI ""FRESH ERBES "" TUNISIA                                         ",PRODUCTION VEGETALE
228581,AFRIKIA INFO DIFFUSION IMM SILAC 3EME ETAGE B10/11 LES BERGES DU LAC,AGRICULTURE,AFRIKIA INFO DIFFUSION,COMMERCE
228591,SOCIETE NEFZAWA BETON 07 RUE DE LA LIBERTE DOUZ,AGRICULTURE,SOCIETE NEFZAWA BETON,FABRI.DE PRODUIT EN MATIERE PLASTIQUE
228681,CENTRE SECTORIEL DE FORMATION AUX METIERS DE TRANSPORT LOGISTIQUE BORA AVENUE DE LA JEUNESSE BORJ CEDRIA,AGRICULTURE,CENTRE SECTORIEL DE FORMATION AUX METIERS DE TRANSPORT LOGISTIQUE BORA,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS"
228701,CENTRE SECTORIEL DE FORMATION EN ART ET GRAPHIQUE ARIANA 25 AVE NUE DE L'INDEPENDANCE ARIANA,AGRICULTURE,CENTRE SECTORIEL DE FORMATION EN ART ET GRAPHIQUE ARIANA,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS"
228911,"SOCIETE TUNISIENNE D'EXPLOSIFS ET MUNITIONS ""SOTEMU"" 16 RUE 1ER JUIN 1955 MUTUELLEVILLE",AGRICULTURE,"SOCIETE TUNISIENNE D'EXPLOSIFS ET MUNITIONS ""SOTEMU""",AUTRES INDUSTRIES DIVERSES
228921,AGENCE NATIONALE DE GESTION DES DECHETS 6 RUE LAMINE ABASSI TUNIS,AGRICULTURE,AGENCE NATIONALE DE GESTION DES DECHETS,FABRICATION D'ENGRAIE HEXENORE DRT TIMBRE
228971,SOCIETE GEOSEIS SERVICES RES KHAMAEL BERGES DU LAC LA MARSA,AGRICULTURE,SOCIETE GEOSEIS SERVICES,COMMERCE
229221,SOMEDEN 53 RUE 8601 LA CHARGUIA 1 TUNIS,AGRICULTURE,SOMEDEN,BATIMENT ET TRAVAUX PUBLICS
229251,CLIENT LUBES EXPORT SOCIETE EL AHLIA POUR LE COMMERCE GENERAL SECG KSAR IIOT KANC LOT N° 119 NOUAKCHOT MAURITANIE,AGRICULTURE,CLIENT LUBES EXPORT,DIVERS
229261,SMVDA ESSALAMA BOUREGBA ROUTE EL FEJJA MORNAGUIA,AGRICULTURE,S.M.V.D.A.,PRODUCTION VEGETALE
229391,"GROUPEMENT DES MANUTENTIONNAIRES DU CENTRE ""G M C"" 9 RUE SALAH SAAD IMM BEN ZINEB SOUSSE",AGRICULTURE,"GROUPEMENT DES MANUTENTIONNAIRES DU CENTRE ""G M C""                     ",COMMERCE
229471,CENTRE SECTORIEL DE FORMATION EN MAINTENANCE DE NABEUL BP 153 ZONE INDUSTRIELLE NABEUL,AGRICULTURE,CENTRE SECTORIEL DE FORMATION EN MAINTENANCE DE NABEUL,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS"
229531,EVASION VOYAGES SERVICES HAVENUE HABIB BOURGUIBA TEBOULBA,AGRICULTURE,EVASION VOYAGES SERVICES                                               ,COMMERCE
229781,SOCIETE SOVOTISS ROUTE DE SOUSSE BOUHJAR,AGRICULTURE, SOCIETE SOVOTISS                                                       ,FILATURE ET TISSAGE
229801,FERME BEN HAIMMOUDA ABDELAZIZ ROUTE DE HAMROUNIA KM21 MATEUR,AGRICULTURE,FERME BEN HAIMMOUDA ABDELAZIZ                                          ,PRODUCTION VEGETALE
229881,S O D I B O I S AVENUE HABIB BOURGUIBA KSIBET MEDIOUNI,AGRICULTURE, S O D I B O I S                                                        ,COMMERCE
240041,SMVDA SANAD JERADOU ZRIBA,AGRICULTURE,S.M.V.D.A.,PRODUCTION VEGETALE
240191,"SOCIETE TRAVAUX PUBLIC ET HYDRAULIQUES ""STPH"" IMMEUBLE OLIVIA SFAX",AGRICULTURE,"SOCIETE TRAVAUX PUBLIC ET HYDRAULIQUES ""STPH""",BATIMENT ET TRAVAUX PUBLICS
240261,SOCIETE LE PASSAGE GP1 KM 12 EZZAHRA,AGRICULTURE,SOCIETE LE PASSAGE,COMMERCE
240271,MARZOUGUI RIDHA 7 RUE HRAIRIA CITE ESSALAMA BARDO,AGRICULTURE,MARZOUGUI RIDHA,MINES
240411,EUROMED DE COMMERCCE INTERNATIONAL 055 RUE KHEIREDDINE PACHA MONTPLAISIR TUNIS,AGRICULTURE,EUROMED DE COMMERCE INTERNATIONAL,COMMERCE
240971,SOCIETE JERMA PECHE 21 AV TAHAR BEN AMMAR EL MANAR II,AGRICULTURE,SOCIETE JERMA PECHE,PECHE
241151,SOCIETE LES JARDINS DE CARTHAGE ZI AGAREB SFAX,AGRICULTURE,SOCIETE LES JARDINS DE CARTHAGE,"AUTRES ACTIV.SOCIAUX,CULTURELS,RECREATIFS"
241301,SOCIETE AFRIQUE TRAVAUX RUE 8610 ZONE INDUSTRIELLE CHARGUIA,AGRICULTURE,SOCIETE AFRIQUE TRAVAUX,BATIMENT ET TRAVAUX PUBLICS
241310,SOCIETE BEN H'MIDA D'ALIMENTS COMPOSEES RTE MOUREDDINE KM 5 M'SAKEN,AGRICULTURE,SOCIETE BEN H'MIDA D'ALIMENTS COMPOSEES,AUTRES INDUSTRIES ALIMENTAIRES
241350,SOCIETE EL MANAR RUE 18 JANVIER HERGLA,AGRICULTURE,SOCIETE EL MANAR,COMMERCE
241420,NEW EAU STER RUE DU LAC VITORIA LES BERGES DU LAC,AGRICULTURE,NEW EAU STER,CONSERVERIES
241490,M. M. MODA Z. I. BOUSSALEM,AGRICULTURE,M. M. MODA,AUTRES INDUSTRIES TEXTILES
242220,GROUPE SOCOMENIN INDUSTRIAL ENGINEERING TECHNOLOGIE AV. HEDI KHEFFACHA SFAX,AGRICULTURE,SOCOMENIN,AUTRES INDUSTRIES MECANIQUES + ELECTRIQUES
242310,TECNIS SUCCURSAL TUNISIE RUE IRIS CITE PINS BERGES DU LAC,AGRICULTURE,TECNIS SUCCURSAL TUNISIE,BATIMENT ET TRAVAUX PUBLICS
242330,ENTREPRISE GHANMI SALAH CITE MORJANE TABARKA,AGRICULTURE,ENTREPRISE GHANMI SALAH,BATIMENT ET TRAVAUX PUBLICS
242340,S T M T RTE SIDI MANSOUR KM 1 SFAX,AGRICULTURE,S T M T,COMMERCE
242391,SOCIETE TUNISIAN COLORS TRAVEL AVENUE ABOULKACEM CHABBI TOZEUR,AGRICULTURE,SOCIETE TUNISIAN COLORS TRAVEL,COMMERCE
242420,SOCIETE  ICHAA DES SERVICES AGRICOLES,AGRICULTURE,SOCIETE  ICHAA DES SERVICES AGRICOLES,ELEVAGE
242450,SOCIETE CONSERVERIE AYACHI EL MANSOURA - SILIANA,AGRICULTURE,SOCIETE CONSERVERIE AYACHI EL MANSOURA,CONSERVERIES
242460,SOCIETE HERBES DE TUNISIE EL MANSOURA - SILIANA,AGRICULTURE,SOCIETE HERBES DE TUNISIE,COMMERCE
242471,SOCIETE TOPIC 28 IMM.DAHMANI LOT AFH CENTRE URBAIN NORD EL MENZAH TUNIS,AGRICULTURE,SOCIETE TOPIC,EXTRAC.ET RAFFINAGE DE PETROLE ET PROD.GAZ
242700,SOCIETE INDUSTRIELLE DE CONSERVE ALIMENTAIRE ROUTE BOUMERDES Z.I. MAHDIA,AGRICULTURE,SOCIETE INDUSTRIELLE DE CONSERVE ALIMENTAIRE,CONSERVERIES
242800,"STE UTIQUE DE PROMOTION AGRICOLE  ""EL BARAKA""",AGRICULTURE,"STE UTIQUE DE PROMOTION AGRICOLE  ""EL BARAKA""",PRODUCTION VEGETALE
244001,S T A V I R E D 97 RUE BAB EL KHADRA TUNIS,AGRICULTURE, S T A V I R E D                                                        ,BATIMENT ET TRAVAUX PUBLICS
